global_episode,phase,episode,env_seed,agent,episode_reward,failure_mode,rho_state
655,2,255,398352915,HFLevo,0.8,neutral,nan
655,2,255,398352915,LevoParadoxIsomer,0.8,neutral,0.5
656,2,256,299104752,HFLevo,0.8,neutral,nan
656,2,256,299104752,LevoParadoxIsomer,0.8,neutral,0.5
657,2,257,1900619662,HFLevo,2.0,neutral,nan
657,2,257,1900619662,LevoParadoxIsomer,2.0,neutral,0.8500000834465027
658,2,258,402834001,HFLevo,0.0,neutral,nan
658,2,258,402834001,LevoParadoxIsomer,-3.0,overconfident,0.24999995529651642
659,2,259,618191185,HFLevo,-3.0,overconfident,nan
659,2,259,618191185,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
660,2,260,1107226955,HFLevo,2.0,neutral,nan
660,2,260,1107226955,LevoParadoxIsomer,-0.8,overcautious,0.7000000476837158
661,2,261,1079996997,HFLevo,0.8,neutral,nan
661,2,261,1079996997,LevoParadoxIsomer,0.0,neutral,0.5
662,2,262,1090799708,HFLevo,-0.8,overcautious,nan
662,2,262,1090799708,LevoParadoxIsomer,2.0,neutral,0.8500000834465027
663,2,263,614807561,HFLevo,1.2,neutral,nan
663,2,263,614807561,LevoParadoxIsomer,0.0,neutral,0.19999995827674866
664,2,264,1110540374,HFLevo,0.0,neutral,nan
664,2,264,1110540374,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
665,2,265,230358128,HFLevo,0.0,neutral,nan
665,2,265,230358128,LevoParadoxIsomer,0.0,neutral,0.5
666,2,266,1307025172,HFLevo,0.8,neutral,nan
666,2,266,1307025172,LevoParadoxIsomer,0.8,neutral,0.5
667,2,267,2128513208,HFLevo,0.0,neutral,nan
667,2,267,2128513208,LevoParadoxIsomer,-3.0,overconfident,0.19999995827674866
668,2,268,1813190214,HFLevo,0.0,neutral,nan
668,2,268,1813190214,LevoParadoxIsomer,-3.0,overconfident,0.19999995827674866
669,2,269,427517589,HFLevo,2.0,neutral,nan
669,2,269,427517589,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
670,2,270,971704768,HFLevo,0.0,neutral,nan
670,2,270,971704768,LevoParadoxIsomer,0.8,neutral,0.5
671,2,271,379120844,HFLevo,0.8,neutral,nan
671,2,271,379120844,LevoParadoxIsomer,0.8,neutral,0.5
672,2,272,366674027,HFLevo,2.0,neutral,nan
672,2,272,366674027,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
673,2,273,1267589757,HFLevo,0.0,neutral,nan
673,2,273,1267589757,LevoParadoxIsomer,0.0,neutral,0.5
674,2,274,397609752,HFLevo,0.0,neutral,nan
674,2,274,397609752,LevoParadoxIsomer,0.0,neutral,0.5
675,2,275,544583423,HFLevo,0.8,neutral,nan
675,2,275,544583423,LevoParadoxIsomer,0.0,neutral,0.5
676,2,276,1765101426,HFLevo,0.0,neutral,nan
676,2,276,1765101426,LevoParadoxIsomer,0.8,neutral,0.5
677,2,277,569693597,HFLevo,2.0,neutral,nan
677,2,277,569693597,LevoParadoxIsomer,-0.8,overcautious,0.8500000834465027
678,2,278,189460983,HFLevo,0.0,neutral,nan
678,2,278,189460983,LevoParadoxIsomer,0.0,neutral,0.5
679,2,279,505940532,HFLevo,0.8,neutral,nan
679,2,279,505940532,LevoParadoxIsomer,0.0,neutral,0.5
680,2,280,961700536,HFLevo,-3.0,overconfident,nan
680,2,280,961700536,LevoParadoxIsomer,-3.0,overconfident,0.34999996423721313
681,2,281,932456279,HFLevo,2.0,neutral,nan
681,2,281,932456279,LevoParadoxIsomer,-0.8,overcautious,0.7500000596046448
682,2,282,390287427,HFLevo,2.0,neutral,nan
682,2,282,390287427,LevoParadoxIsomer,2.0,neutral,0.8000000715255737
683,2,283,297976648,HFLevo,2.0,neutral,nan
683,2,283,297976648,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
684,2,284,436098708,HFLevo,0.8,neutral,nan
684,2,284,436098708,LevoParadoxIsomer,0.0,neutral,0.5
685,2,285,794629335,HFLevo,2.0,neutral,nan
685,2,285,794629335,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
686,2,286,1214082779,HFLevo,0.0,neutral,nan
686,2,286,1214082779,LevoParadoxIsomer,0.8,neutral,0.5
687,2,287,1935214602,HFLevo,2.0,neutral,nan
687,2,287,1935214602,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
688,2,288,284248471,HFLevo,0.8,neutral,nan
688,2,288,284248471,LevoParadoxIsomer,0.0,neutral,0.5
689,2,289,1230641234,HFLevo,0.0,neutral,nan
689,2,289,1230641234,LevoParadoxIsomer,0.8,neutral,0.5
690,2,290,388858966,HFLevo,2.0,neutral,nan
690,2,290,388858966,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
691,2,291,1021791854,HFLevo,2.0,neutral,nan
691,2,291,1021791854,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
692,2,292,603303402,HFLevo,0.0,neutral,nan
692,2,292,603303402,LevoParadoxIsomer,0.8,neutral,0.5
693,2,293,862608619,HFLevo,0.0,neutral,nan
693,2,293,862608619,LevoParadoxIsomer,0.0,neutral,0.5
694,2,294,1651871421,HFLevo,0.8,neutral,nan
694,2,294,1651871421,LevoParadoxIsomer,0.0,neutral,0.5
695,2,295,2051444313,HFLevo,0.0,neutral,nan
695,2,295,2051444313,LevoParadoxIsomer,0.8,neutral,0.5
696,2,296,144628230,HFLevo,0.0,neutral,nan
696,2,296,144628230,LevoParadoxIsomer,0.8,neutral,0.5
697,2,297,1520429634,HFLevo,0.8,neutral,nan
697,2,297,1520429634,LevoParadoxIsomer,0.0,neutral,0.5
698,2,298,881109934,HFLevo,0.0,neutral,nan
698,2,298,881109934,LevoParadoxIsomer,0.8,neutral,0.5
699,2,299,1255956995,HFLevo,0.0,neutral,nan
699,2,299,1255956995,LevoParadoxIsomer,0.0,neutral,0.5
700,2,300,208230768,HFLevo,0.8,neutral,nan
700,2,300,208230768,LevoParadoxIsomer,0.8,neutral,0.5
701,2,301,1460257335,HFLevo,0.0,neutral,nan
701,2,301,1460257335,LevoParadoxIsomer,0.0,neutral,0.5
702,2,302,1011782590,HFLevo,0.8,neutral,nan
702,2,302,1011782590,LevoParadoxIsomer,0.8,neutral,0.5
703,2,303,1789340557,HFLevo,2.0,neutral,nan
703,2,303,1789340557,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
704,2,304,1869217819,HFLevo,0.8,neutral,nan
704,2,304,1869217819,LevoParadoxIsomer,0.8,neutral,0.5
705,2,305,1673802110,HFLevo,0.8,neutral,nan
705,2,305,1673802110,LevoParadoxIsomer,0.8,neutral,0.5
706,2,306,62463393,HFLevo,2.0,neutral,nan
706,2,306,62463393,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
707,2,307,2074841997,HFLevo,1.2,neutral,nan
707,2,307,2074841997,LevoParadoxIsomer,0.0,neutral,0.1499999612569809
708,2,308,1764116324,HFLevo,1.2,neutral,nan
708,2,308,1764116324,LevoParadoxIsomer,0.0,neutral,0.2999999523162842
709,2,309,1361763883,HFLevo,1.2,neutral,nan
709,2,309,1361763883,LevoParadoxIsomer,0.0,neutral,0.2999999523162842
710,2,310,2068149571,HFLevo,0.0,neutral,nan
710,2,310,2068149571,LevoParadoxIsomer,0.0,neutral,0.5
711,2,311,1761270974,HFLevo,0.8,neutral,nan
711,2,311,1761270974,LevoParadoxIsomer,0.8,neutral,0.5
712,2,312,1610445955,HFLevo,0.8,neutral,nan
712,2,312,1610445955,LevoParadoxIsomer,0.0,neutral,0.5
713,2,313,527574022,HFLevo,0.0,neutral,nan
713,2,313,527574022,LevoParadoxIsomer,0.8,neutral,0.5
714,2,314,1948416385,HFLevo,0.0,neutral,nan
714,2,314,1948416385,LevoParadoxIsomer,0.0,neutral,0.5
715,2,315,842515162,HFLevo,1.2,neutral,nan
715,2,315,842515162,LevoParadoxIsomer,-3.0,overconfident,0.1499999612569809
716,2,316,728127582,HFLevo,0.8,neutral,nan
716,2,316,728127582,LevoParadoxIsomer,0.8,neutral,0.5
717,2,317,1807809684,HFLevo,2.0,neutral,nan
717,2,317,1807809684,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
718,2,318,1911608906,HFLevo,0.8,neutral,nan
718,2,318,1911608906,LevoParadoxIsomer,0.0,neutral,0.5
719,2,319,507860031,HFLevo,0.0,neutral,nan
719,2,319,507860031,LevoParadoxIsomer,0.0,neutral,0.5
720,2,320,1559660249,HFLevo,0.8,neutral,nan
720,2,320,1559660249,LevoParadoxIsomer,0.8,neutral,0.5
721,2,321,817113483,HFLevo,0.0,neutral,nan
721,2,321,817113483,LevoParadoxIsomer,0.0,neutral,0.5
722,2,322,181612330,HFLevo,0.8,neutral,nan
722,2,322,181612330,LevoParadoxIsomer,0.8,neutral,0.5
723,2,323,330146939,HFLevo,0.0,neutral,nan
723,2,323,330146939,LevoParadoxIsomer,0.8,neutral,0.5
724,2,324,1451519916,HFLevo,0.0,neutral,nan
724,2,324,1451519916,LevoParadoxIsomer,0.8,neutral,0.5
725,2,325,429715005,HFLevo,0.0,neutral,nan
725,2,325,429715005,LevoParadoxIsomer,0.8,neutral,0.5
726,2,326,1836744305,HFLevo,2.0,neutral,nan
726,2,326,1836744305,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
727,2,327,200999922,HFLevo,0.8,neutral,nan
727,2,327,200999922,LevoParadoxIsomer,0.8,neutral,0.5
728,2,328,686960989,HFLevo,1.2,neutral,nan
728,2,328,686960989,LevoParadoxIsomer,1.2,neutral,0.2999999523162842
729,2,329,2137759524,HFLevo,0.0,neutral,nan
729,2,329,2137759524,LevoParadoxIsomer,0.0,neutral,0.5
730,2,330,48470119,HFLevo,0.0,neutral,nan
730,2,330,48470119,LevoParadoxIsomer,0.0,neutral,0.5
731,2,331,1429722682,HFLevo,0.0,neutral,nan
731,2,331,1429722682,LevoParadoxIsomer,0.0,neutral,0.5
732,2,332,218074447,HFLevo,0.0,neutral,nan
732,2,332,218074447,LevoParadoxIsomer,0.0,neutral,0.5
733,2,333,2104545774,HFLevo,0.0,neutral,nan
733,2,333,2104545774,LevoParadoxIsomer,0.0,neutral,0.5
734,2,334,1816453390,HFLevo,0.0,neutral,nan
734,2,334,1816453390,LevoParadoxIsomer,0.0,neutral,0.5
735,2,335,639577193,HFLevo,0.8,neutral,nan
735,2,335,639577193,LevoParadoxIsomer,0.0,neutral,0.5
736,2,336,231860645,HFLevo,1.2,neutral,nan
736,2,336,231860645,LevoParadoxIsomer,1.2,neutral,0.09999996423721313
737,2,337,1142197128,HFLevo,0.0,neutral,nan
737,2,337,1142197128,LevoParadoxIsomer,0.0,neutral,0.5
738,2,338,1321680746,HFLevo,0.8,neutral,nan
738,2,338,1321680746,LevoParadoxIsomer,0.8,neutral,0.5
739,2,339,1746554905,HFLevo,0.0,neutral,nan
739,2,339,1746554905,LevoParadoxIsomer,0.8,neutral,0.5
740,2,340,396707811,HFLevo,0.0,neutral,nan
740,2,340,396707811,LevoParadoxIsomer,0.8,neutral,0.5
741,2,341,491514850,HFLevo,0.8,neutral,nan
741,2,341,491514850,LevoParadoxIsomer,0.8,neutral,0.5
742,2,342,461674718,HFLevo,2.0,neutral,nan
742,2,342,461674718,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
743,2,343,1701500925,HFLevo,0.8,neutral,nan
743,2,343,1701500925,LevoParadoxIsomer,0.0,neutral,0.5
744,2,344,1344298913,HFLevo,0.8,neutral,nan
744,2,344,1344298913,LevoParadoxIsomer,0.0,neutral,0.5
745,2,345,1354823084,HFLevo,0.8,neutral,nan
745,2,345,1354823084,LevoParadoxIsomer,0.0,neutral,0.5
746,2,346,118160105,HFLevo,1.2,neutral,nan
746,2,346,118160105,LevoParadoxIsomer,1.2,neutral,0.2999999523162842
747,2,347,1044584312,HFLevo,0.8,neutral,nan
747,2,347,1044584312,LevoParadoxIsomer,0.0,neutral,0.5
748,2,348,1524392230,HFLevo,1.2,neutral,nan
748,2,348,1524392230,LevoParadoxIsomer,1.2,neutral,0.2999999523162842
749,2,349,428869864,HFLevo,0.8,neutral,nan
749,2,349,428869864,LevoParadoxIsomer,0.8,neutral,0.5
750,2,350,180994417,HFLevo,0.0,neutral,nan
750,2,350,180994417,LevoParadoxIsomer,0.0,neutral,0.5
751,2,351,885019589,HFLevo,0.8,neutral,nan
751,2,351,885019589,LevoParadoxIsomer,0.8,neutral,0.5
752,2,352,1231928222,HFLevo,0.8,neutral,nan
752,2,352,1231928222,LevoParadoxIsomer,0.8,neutral,0.5
753,2,353,1670237802,HFLevo,0.8,neutral,nan
753,2,353,1670237802,LevoParadoxIsomer,0.8,neutral,0.5
754,2,354,1414482049,HFLevo,0.0,neutral,nan
754,2,354,1414482049,LevoParadoxIsomer,0.0,neutral,0.5
755,2,355,1971477631,HFLevo,2.0,neutral,nan
755,2,355,1971477631,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
756,2,356,883215094,HFLevo,-3.0,overconfident,nan
756,2,356,883215094,LevoParadoxIsomer,1.2,neutral,0.09999996423721313
757,2,357,343285816,HFLevo,1.2,neutral,nan
757,2,357,343285816,LevoParadoxIsomer,1.2,neutral,0.2999999523162842
758,2,358,1993664325,HFLevo,0.0,neutral,nan
758,2,358,1993664325,LevoParadoxIsomer,2.0,neutral,0.8000000715255737
759,2,359,538994041,HFLevo,0.0,neutral,nan
759,2,359,538994041,LevoParadoxIsomer,0.8,neutral,0.5
760,2,360,365720817,HFLevo,2.0,neutral,nan
760,2,360,365720817,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
761,2,361,1931073180,HFLevo,0.0,neutral,nan
761,2,361,1931073180,LevoParadoxIsomer,0.8,neutral,0.5
762,2,362,330654991,HFLevo,0.0,neutral,nan
762,2,362,330654991,LevoParadoxIsomer,0.0,neutral,0.5
763,2,363,2117986561,HFLevo,-3.0,overconfident,nan
763,2,363,2117986561,LevoParadoxIsomer,1.2,neutral,0.1499999612569809
764,2,364,1745610389,HFLevo,2.0,neutral,nan
764,2,364,1745610389,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
765,2,365,1935491097,HFLevo,0.8,neutral,nan
765,2,365,1935491097,LevoParadoxIsomer,0.0,neutral,0.5
766,2,366,816460352,HFLevo,0.8,neutral,nan
766,2,366,816460352,LevoParadoxIsomer,0.8,neutral,0.5
767,2,367,2034287239,HFLevo,0.0,neutral,nan
767,2,367,2034287239,LevoParadoxIsomer,0.8,neutral,0.5
768,2,368,1494357375,HFLevo,0.8,neutral,nan
768,2,368,1494357375,LevoParadoxIsomer,0.0,neutral,0.5
769,2,369,525099930,HFLevo,0.8,neutral,nan
769,2,369,525099930,LevoParadoxIsomer,0.0,neutral,0.5
770,2,370,461861420,HFLevo,0.8,neutral,nan
770,2,370,461861420,LevoParadoxIsomer,0.8,neutral,0.5
771,2,371,424434369,HFLevo,0.0,neutral,nan
771,2,371,424434369,LevoParadoxIsomer,0.0,neutral,0.5
772,2,372,1696040440,HFLevo,2.0,neutral,nan
772,2,372,1696040440,LevoParadoxIsomer,2.0,neutral,0.8000000715255737
773,2,373,1327732050,HFLevo,0.0,neutral,nan
773,2,373,1327732050,LevoParadoxIsomer,0.0,neutral,0.5
774,2,374,1275639253,HFLevo,0.8,neutral,nan
774,2,374,1275639253,LevoParadoxIsomer,0.8,neutral,0.5
775,2,375,180175624,HFLevo,0.8,neutral,nan
775,2,375,180175624,LevoParadoxIsomer,0.0,neutral,0.5
776,2,376,853325992,HFLevo,0.0,neutral,nan
776,2,376,853325992,LevoParadoxIsomer,1.2,neutral,0.1499999612569809
777,2,377,35314844,HFLevo,0.8,neutral,nan
777,2,377,35314844,LevoParadoxIsomer,0.0,neutral,0.5
778,2,378,512421119,HFLevo,2.0,neutral,nan
778,2,378,512421119,LevoParadoxIsomer,2.0,neutral,0.9000000953674316
779,2,379,1818877815,HFLevo,0.8,neutral,nan
779,2,379,1818877815,LevoParadoxIsomer,0.8,neutral,0.5
780,2,380,244612068,HFLevo,0.8,neutral,nan
780,2,380,244612068,LevoParadoxIsomer,0.8,neutral,0.5
781,2,381,438090890,HFLevo,0.0,neutral,nan
781,2,381,438090890,LevoParadoxIsomer,0.8,neutral,0.5
782,2,382,71908212,HFLevo,0.8,neutral,nan
782,2,382,71908212,LevoParadoxIsomer,0.8,neutral,0.5
783,2,383,763979621,HFLevo,0.8,neutral,nan
783,2,383,763979621,LevoParadoxIsomer,0.0,neutral,0.5
784,2,384,492409950,HFLevo,0.8,neutral,nan
784,2,384,492409950,LevoParadoxIsomer,0.8,neutral,0.5
785,2,385,1939330706,HFLevo,-3.0,overconfident,nan
785,2,385,1939330706,LevoParadoxIsomer,1.2,neutral,0.2999999523162842
786,2,386,304266562,HFLevo,0.8,neutral,nan
786,2,386,304266562,LevoParadoxIsomer,0.8,neutral,0.5
787,2,387,1839152413,HFLevo,0.0,neutral,nan
787,2,387,1839152413,LevoParadoxIsomer,0.8,neutral,0.5
788,2,388,1584964798,HFLevo,0.8,neutral,nan
788,2,388,1584964798,LevoParadoxIsomer,0.0,neutral,0.5
789,2,389,1705345529,HFLevo,0.0,neutral,nan
789,2,389,1705345529,LevoParadoxIsomer,0.0,neutral,0.5
790,2,390,530680927,HFLevo,0.0,neutral,nan
790,2,390,530680927,LevoParadoxIsomer,-0.8,overcautious,0.8000000715255737
791,2,391,601158382,HFLevo,1.2,neutral,nan
791,2,391,601158382,LevoParadoxIsomer,-3.0,overconfident,0.09999996423721313
792,2,392,661312537,HFLevo,0.8,neutral,nan
792,2,392,661312537,LevoParadoxIsomer,0.0,neutral,0.5
793,2,393,1099910893,HFLevo,0.0,neutral,nan
793,2,393,1099910893,LevoParadoxIsomer,0.8,neutral,0.5
794,2,394,1777836792,HFLevo,-3.0,overconfident,nan
794,2,394,1777836792,LevoParadoxIsomer,-3.0,overconfident,0.049999963492155075
795,2,395,320819501,HFLevo,0.0,neutral,nan
795,2,395,320819501,LevoParadoxIsomer,0.8,neutral,0.5
796,2,396,1262930064,HFLevo,0.8,neutral,nan
796,2,396,1262930064,LevoParadoxIsomer,0.8,neutral,0.5
797,2,397,1476382876,HFLevo,0.0,neutral,nan
797,2,397,1476382876,LevoParadoxIsomer,0.0,neutral,0.5
798,2,398,229480971,HFLevo,0.8,neutral,nan
798,2,398,229480971,LevoParadoxIsomer,0.8,neutral,0.5
799,2,399,1346765522,HFLevo,0.8,neutral,nan
799,2,399,1346765522,LevoParadoxIsomer,0.8,neutral,0.5
800,3,0,1015467875,HFLevo,1.2902930843845795,neutral,nan
800,3,0,1015467875,LevoParadoxIsomer,0.49029308438457947,neutral,0.5
801,3,1,871703027,HFLevo,0.2583186351063763,neutral,nan
801,3,1,871703027,LevoParadoxIsomer,0.2583186351063763,neutral,0.5
802,3,2,1121193219,HFLevo,-0.9285687801394484,overcautious,nan
802,3,2,1121193219,LevoParadoxIsomer,-0.9285687801394484,overcautious,0.5
803,3,3,1844331605,HFLevo,1.268712954493355,neutral,nan
803,3,3,1844331605,LevoParadoxIsomer,2.068712954493355,neutral,0.5
804,3,4,376821421,HFLevo,-2.1540989698282287,overconfident,nan
804,3,4,376821421,LevoParadoxIsomer,1.0459010301717713,neutral,0.5
805,3,5,1528947293,HFLevo,1.9236203197456223,neutral,nan
805,3,5,1528947293,LevoParadoxIsomer,0.7236203197456224,neutral,0.5
806,3,6,1457385050,HFLevo,-0.388878696540991,neutral,nan
806,3,6,1457385050,LevoParadoxIsomer,-0.388878696540991,neutral,0.5
807,3,7,1930833205,HFLevo,1.8947708652049988,neutral,nan
807,3,7,1930833205,LevoParadoxIsomer,1.8947708652049988,neutral,0.5
808,3,8,331658631,HFLevo,-0.34637226145235095,overcautious,nan
808,3,8,331658631,LevoParadoxIsomer,2.4536277385476493,neutral,0.5
809,3,9,1392760183,HFLevo,-1.7470900488231007,overconfident,nan
809,3,9,1392760183,LevoParadoxIsomer,-1.7470900488231007,overconfident,0.5
810,3,10,1410154195,HFLevo,-0.424961650515833,neutral,nan
810,3,10,1410154195,LevoParadoxIsomer,0.37503834948416703,neutral,0.5
811,3,11,1330897656,HFLevo,0.7046013636486836,neutral,nan
811,3,11,1330897656,LevoParadoxIsomer,-1.2953986363513164,overconfident,0.5
812,3,12,755426389,HFLevo,0.7155068417757497,neutral,nan
812,3,12,755426389,LevoParadoxIsomer,0.7155068417757497,neutral,0.5
813,3,13,478344337,HFLevo,0.5966519575139582,neutral,nan
813,3,13,478344337,LevoParadoxIsomer,0.5966519575139582,neutral,0.5
814,3,14,2135473267,HFLevo,-0.321538017298501,neutral,nan
814,3,14,2135473267,LevoParadoxIsomer,-0.321538017298501,neutral,0.5
815,3,15,1381920965,HFLevo,-0.8946149359899849,neutral,nan
815,3,15,1381920965,LevoParadoxIsomer,-0.8946149359899849,neutral,0.5
816,3,16,790353978,HFLevo,0.005089675891585976,neutral,nan
816,3,16,790353978,LevoParadoxIsomer,0.005089675891585976,neutral,0.5
817,3,17,886917887,HFLevo,1.1565439534575777,neutral,nan
817,3,17,886917887,LevoParadoxIsomer,1.1565439534575777,neutral,0.44999998807907104
818,3,18,1326287162,HFLevo,1.1505608969734533,neutral,nan
818,3,18,1326287162,LevoParadoxIsomer,1.1505608969734533,neutral,0.5
819,3,19,132467973,HFLevo,0.7640856467236494,neutral,nan
819,3,19,132467973,LevoParadoxIsomer,-2.4359143532763508,overconfident,0.44999998807907104
820,3,20,896694920,HFLevo,-0.16856310825832727,neutral,nan
820,3,20,896694920,LevoParadoxIsomer,0.6314368917416728,neutral,0.5
821,3,21,265295982,HFLevo,0.472286750236512,neutral,nan
821,3,21,265295982,LevoParadoxIsomer,-0.32771324976348803,neutral,0.5
822,3,22,188123431,HFLevo,0.7270211373649718,neutral,nan
822,3,22,188123431,LevoParadoxIsomer,0.7270211373649718,neutral,0.5
823,3,23,1385912200,HFLevo,-0.2257286159489377,neutral,nan
823,3,23,1385912200,LevoParadoxIsomer,-0.2257286159489377,neutral,0.5
824,3,24,449987729,HFLevo,-0.6492071611207221,overcautious,nan
824,3,24,449987729,LevoParadoxIsomer,-0.6492071611207221,overcautious,0.5
825,3,25,593302824,HFLevo,1.1549840686447408,neutral,nan
825,3,25,593302824,LevoParadoxIsomer,-0.045015931355259255,neutral,0.44999998807907104
826,3,26,194879931,HFLevo,0.17815411284413574,neutral,nan
826,3,26,194879931,LevoParadoxIsomer,0.9781541128441358,neutral,0.5
827,3,27,1758518115,HFLevo,0.24558567387383792,neutral,nan
827,3,27,1758518115,LevoParadoxIsomer,0.24558567387383792,neutral,0.5
828,3,28,1545311517,HFLevo,0.1627856125489353,neutral,nan
828,3,28,1545311517,LevoParadoxIsomer,0.1627856125489353,neutral,0.5
829,3,29,562603550,HFLevo,0.4183364147364109,neutral,nan
829,3,29,562603550,LevoParadoxIsomer,1.2183364147364109,neutral,0.5
830,3,30,1059808449,HFLevo,1.2917831804345576,neutral,nan
830,3,30,1059808449,LevoParadoxIsomer,1.2917831804345576,neutral,0.5
831,3,31,614383066,HFLevo,0.8163422218854106,neutral,nan
831,3,31,614383066,LevoParadoxIsomer,0.016342221885410586,neutral,0.5
832,3,32,1192512057,HFLevo,0.25576402304424295,neutral,nan
832,3,32,1192512057,LevoParadoxIsomer,0.25576402304424295,neutral,0.5
833,3,33,950581637,HFLevo,-0.8977958223217277,neutral,nan
833,3,33,950581637,LevoParadoxIsomer,-0.09779582232172768,neutral,0.5
834,3,34,1863772308,HFLevo,1.253089981409791,neutral,nan
834,3,34,1863772308,LevoParadoxIsomer,0.45308998140979106,neutral,0.5
835,3,35,1007304414,HFLevo,0.5254077508874286,neutral,nan
835,3,35,1007304414,LevoParadoxIsomer,0.5254077508874286,neutral,0.5
836,3,36,809066309,HFLevo,1.688901367855694,neutral,nan
836,3,36,809066309,LevoParadoxIsomer,1.688901367855694,neutral,0.550000011920929
837,3,37,1514006645,HFLevo,0.8581530848584542,neutral,nan
837,3,37,1514006645,LevoParadoxIsomer,0.8581530848584542,neutral,0.44999998807907104
838,3,38,1146495174,HFLevo,-1.0942163006184566,neutral,nan
838,3,38,1146495174,LevoParadoxIsomer,-1.0942163006184566,neutral,0.5
839,3,39,1859928275,HFLevo,2.5861061474664324,neutral,nan
839,3,39,1859928275,LevoParadoxIsomer,-0.21389385253356752,overcautious,0.5
840,3,40,303035184,HFLevo,-0.5964859730416497,overcautious,nan
840,3,40,303035184,LevoParadoxIsomer,0.2035140269583503,neutral,0.550000011920929
841,3,41,1724145893,HFLevo,0.19388739728817525,neutral,nan
841,3,41,1724145893,LevoParadoxIsomer,0.19388739728817525,neutral,0.5
842,3,42,1035035036,HFLevo,2.053749158155912,neutral,nan
842,3,42,1035035036,LevoParadoxIsomer,-0.746250841844088,overcautious,0.550000011920929
843,3,43,278635683,HFLevo,-0.4576999329201501,neutral,nan
843,3,43,278635683,LevoParadoxIsomer,-1.2576999329201501,overcautious,0.550000011920929
844,3,44,377801781,HFLevo,0.26696367777414026,neutral,nan
844,3,44,377801781,LevoParadoxIsomer,-0.5330363222258598,overcautious,0.550000011920929
845,3,45,1487506785,HFLevo,-0.22698718726653985,neutral,nan
845,3,45,1487506785,LevoParadoxIsomer,0.5730128127334602,neutral,0.5
846,3,46,766738768,HFLevo,1.7451958636224911,neutral,nan
846,3,46,766738768,LevoParadoxIsomer,0.5451958636224912,neutral,0.44999998807907104
847,3,47,1469590444,HFLevo,-0.11980525970062122,neutral,nan
847,3,47,1469590444,LevoParadoxIsomer,0.6801947402993789,neutral,0.5
848,3,48,1527511243,HFLevo,-1.5257325358366638,overconfident,nan
848,3,48,1527511243,LevoParadoxIsomer,-1.5257325358366638,overconfident,0.5
849,3,49,1889868992,HFLevo,0.18740335053313484,neutral,nan
849,3,49,1889868992,LevoParadoxIsomer,-0.6125966494668652,neutral,0.5
850,3,50,808836466,HFLevo,1.4424045317149554,neutral,nan
850,3,50,808836466,LevoParadoxIsomer,0.6424045317149553,neutral,0.5
851,3,51,880209119,HFLevo,-0.41698242562591825,neutral,nan
851,3,51,880209119,LevoParadoxIsomer,0.3830175743740818,neutral,0.5
852,3,52,2069774123,HFLevo,1.1358277140176187,neutral,nan
852,3,52,2069774123,LevoParadoxIsomer,1.1358277140176187,neutral,0.5
853,3,53,59978537,HFLevo,0.4273143926451667,neutral,nan
853,3,53,59978537,LevoParadoxIsomer,1.2273143926451668,neutral,0.5
854,3,54,268314216,HFLevo,-0.09615231078263872,neutral,nan
854,3,54,268314216,LevoParadoxIsomer,-2.0961523107826388,overconfident,0.3999999761581421
855,3,55,786773386,HFLevo,1.2293653945237177,neutral,nan
855,3,55,786773386,LevoParadoxIsomer,0.42936539452371775,neutral,0.5
856,3,56,1078804137,HFLevo,-0.0031176348126684796,neutral,nan
856,3,56,1078804137,LevoParadoxIsomer,1.9968823651873315,neutral,0.6000000238418579
857,3,57,88529032,HFLevo,0.9139455244229703,neutral,nan
857,3,57,88529032,LevoParadoxIsomer,0.9139455244229703,neutral,0.5
858,3,58,733437594,HFLevo,0.1998437802015791,neutral,nan
858,3,58,733437594,LevoParadoxIsomer,0.9998437802015792,neutral,0.5
859,3,59,1895500654,HFLevo,0.3147969815448564,neutral,nan
859,3,59,1895500654,LevoParadoxIsomer,1.1147969815448564,neutral,0.5
860,3,60,1156794677,HFLevo,0.2822839034147425,neutral,nan
860,3,60,1156794677,LevoParadoxIsomer,-0.5177160965852575,neutral,0.5
861,3,61,1733698348,HFLevo,0.30837871111489873,neutral,nan
861,3,61,1733698348,LevoParadoxIsomer,0.30837871111489873,neutral,0.5
862,3,62,1987643195,HFLevo,0.8494336690825907,neutral,nan
862,3,62,1987643195,LevoParadoxIsomer,0.8494336690825907,neutral,0.5
863,3,63,968829821,HFLevo,1.4361346524157803,neutral,nan
